"num","treatment","temp.avg","temp.var","date.hatch","date.died","date.ovp","num.ovp","suc.ovp","date.3","mass.3","date.4","mass.4","date.5","mass.5","date.p5.1","mass.p5.1","date.p5.2","mass.p5.2","date.p5.3","mass.p5.3","date.cull","mass.cull","inst.6","date.wand","mass.wand","date.em","instar.em","bled.em","mass.48em","date.ecl","num.em","num.coc","num.fail.spin","num.unem","num.ecl","load","mongo","left_out","notes","diss.notes","date.hatch.j","date.died.j","date.ovp.j","date.3.j","date.4.j","date.5.j","date.p5.1.j","date.p5.2.j","date.p5.3.j","date.cull.j","date.wand.j","date.em.j","date.ecl.j","died","died.bf5","tt3","tt4","tt5","ttwand","ttem.h","ttcull","ttem.w","ttecl","ps.em","ps.ecl","ttend","mass.end","end.class"
1,"control",30,"0","1/23/20",NA,NA,NA,NA,"1/26/20",38.09,"1/29/20",545.61,"1/31/20",1447.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/3/20",8479.89,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,23,0,NA,26,29,31,NA,NA,NA,0,34,0,NA,0,0,3,6,8,11,NA,NA,NA,NA,0,0,11,8479.89,"wand"
2,"control",30,"10","1/23/20",NA,NA,NA,NA,"1/27/20",68.77,"1/29/20",269.65,"2/3/20",2187.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",10693.13,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 5th-6th prolegs",NA,23,0,NA,27,29,34,NA,NA,NA,0,39,0,NA,0,0,4,6,11,16,NA,NA,NA,NA,0,0,16,10693.13,"wand"
3,"para",30,"0","1/23/20",NA,"1/27/20",1,NA,"1/27/20",48.43,"1/30/20",413.2,"2/3/20",3023.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/6/20",5,0,4016.15,"2/10/20",118,91,27,111,77,229,NA,NA,NA,"2 immature 2nd instars counted in num unem. some 2nd instars look stuck in their cuticle",23,0,27,27,30,34,NA,NA,NA,0,0,37,41,0,0,4,7,11,NA,14,NA,10,14,0.51528384279476,0.336244541484716,14,4016.15,"em"
4,"para",30,"10","1/23/20",NA,"1/27/20",3,NA,"1/27/20",78.44,"1/30/20",445.2,"2/2/20",1520.72,"2/10/20",10339.66,"2/16/20",12127.65,"2/24/20",9085.55,NA,NA,NA,"2/24/20",9085.55,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"weighed a day late for p5.1--kept on original schedule for other weighings. wandered 2/24/20, put in pupae box to see if it pupates",NA,23,0,27,27,30,33,41,47,55,0,55,0,NA,0,0,4,7,10,32,NA,NA,NA,NA,0,0,32,9085.55,"wand"
5,"control",30,"0","1/23/20",NA,NA,NA,NA,"1/27/20",50.35,"1/29/20",317.79,"2/1/20",4241.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/4/20",9569.97,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,23,0,NA,27,29,32,NA,NA,NA,0,35,0,NA,0,0,4,6,9,12,NA,NA,NA,NA,0,0,12,9569.97,"wand"
6,"control",30,"10","1/23/20",NA,NA,NA,NA,"1/27/20",32.23,"1/30/20",226.2,"2/3/20",1403.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",7896.71,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,23,0,NA,27,30,34,NA,NA,NA,0,39,0,NA,0,0,4,7,11,16,NA,NA,NA,NA,0,0,16,7896.71,"wand"
7,"para",30,"0","1/23/20",NA,"1/27/20",1,NA,"1/27/20",41.58,"1/30/20",250.96,"2/3/20",1958.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/5/20",5,0,2399.19,"2/10/20",85,85,0,24,80,109,NA,NA,NA,"4 immature 2nds counted in num unem",23,0,27,27,30,34,NA,NA,NA,0,0,36,41,0,0,4,7,11,NA,13,NA,9,14,0.779816513761468,0.73394495412844,13,2399.19,"em"
9,"control",30,"0","1/23/20",NA,NA,NA,NA,"1/27/20",45.36,"1/29/20",235.45,"2/1/20",3266.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/4/20",10551.37,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,23,0,NA,27,29,32,NA,NA,NA,0,35,0,NA,0,0,4,6,9,12,NA,NA,NA,NA,0,0,12,10551.37,"wand"
10,"control",30,"10","1/23/20",NA,NA,NA,NA,"1/27/20",28.97,"1/30/20",202.23,"2/3/20",1631.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",8683.6,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 5th-6th prolegs",NA,23,0,NA,27,30,34,NA,NA,NA,0,39,0,NA,0,0,4,7,11,16,NA,NA,NA,NA,0,0,16,8683.6,"wand"
12,"para",30,"10","1/23/20",NA,"1/27/20",1,NA,"1/27/20",58.18,"1/30/20",274.11,"2/3/20",1576.91,"2/10/20",9744.56,"2/17/20",10466.31,NA,NA,"2/22/20",8769.46,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from all prolegs. close to death 2/22/20, culled early. frozen for dissection",NA,23,0,27,27,30,34,41,48,NA,53,0,0,NA,0,0,4,7,11,NA,NA,30,NA,NA,0,0,30,8769.46,"cull"
13,"control",30,"0","1/23/20",NA,NA,NA,NA,"1/27/20",50.78,"1/29/20",222.19,"2/1/20",1720.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/4/20",11456.22,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,23,0,NA,27,29,32,NA,NA,NA,0,35,0,NA,0,0,4,6,9,12,NA,NA,NA,NA,0,0,12,11456.22,"wand"
14,"control",30,"10","1/23/20",NA,NA,NA,NA,"1/27/20",31.92,"1/30/20",205.9,"2/3/20",1490.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",9190.56,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,23,0,NA,27,30,34,NA,NA,NA,0,39,0,NA,0,0,4,7,11,16,NA,NA,NA,NA,0,0,16,9190.56,"wand"
15,"para",30,"0","1/24/20",NA,"1/27/20",1,NA,"1/27/20",46.98,"1/30/20",264.88,"2/3/20",1605.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/6/20",5,0,3164.23,"2/10/20",77,73,4,42,69,119,NA,NA,NA,"3 immature 2nd instars counted in num unem. some 2nd instars look stuck in their cuticle",24,0,27,27,30,34,NA,NA,NA,0,0,37,41,0,0,3,6,10,NA,13,NA,10,14,0.647058823529412,0.579831932773109,13,3164.23,"em"
17,"control",30,"0","1/24/20",NA,NA,NA,NA,"1/27/20",52.05,"1/29/20",161.24,"2/1/20",1293.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/5/20",9507.24,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,27,29,32,NA,NA,NA,0,36,0,NA,0,0,3,5,8,12,NA,NA,NA,NA,0,0,12,9507.24,"wand"
18,"control",30,"10","1/24/20",NA,NA,NA,NA,"1/27/20",46.71,"1/29/20",249.23,"2/2/20",1336.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/9/20",5924.3,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4-6th prolegs",NA,24,0,NA,27,29,33,NA,NA,NA,0,40,0,NA,0,0,3,5,9,16,NA,NA,NA,NA,0,0,16,5924.3,"wand"
19,"para",30,"0","1/24/20",NA,"1/27/20",2,NA,"1/27/20",43.64,"1/31/20",144.36,"2/4/20",1536.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",5,0,3485.45,"2/13/20",76,53,23,141,18,217,NA,1,"was left out at room temperature for 24 hours, 1 day after wasp emergence","17 immature 2nd instars counted in num unem. some 2nd instars looked stuck in cuticle. at least 1 1st instar found",24,0,27,27,31,35,NA,NA,NA,0,0,39,44,0,0,3,7,11,NA,15,NA,12,17,0.350230414746544,0.0829493087557604,15,3485.45,"em"
21,"control",30,"0","1/24/20",NA,NA,NA,NA,"1/27/20",43.47,"1/29/20",187.08,"2/1/20",1125.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/5/20",8670.88,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,27,29,32,NA,NA,NA,0,36,0,NA,0,0,3,5,8,12,NA,NA,NA,NA,0,0,12,8670.88,"wand"
22,"control",30,"10","1/24/20",NA,NA,NA,NA,"1/27/20",46.11,"1/29/20",193.96,"2/3/20",1724.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/9/20",8099.44,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,27,29,34,NA,NA,NA,0,40,0,NA,0,0,3,5,10,16,NA,NA,NA,NA,0,0,16,8099.44,"wand"
23,"para",30,"0","1/24/20",NA,"1/27/20",3,NA,"1/27/20",42.19,"1/30/20",321.55,"2/2/20",1353.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",5,1,3512.4,"2/10/20",89,82,7,239,73,328,NA,NA,NA,"52 immature 2nd instars, counted in num unem. some 2nd instars look stuck in their cuticle. at least 5-10 1st instars found",24,0,27,27,30,33,NA,NA,NA,0,0,38,41,0,0,3,6,9,NA,14,NA,11,14,0.271341463414634,0.222560975609756,14,3512.4,"em"
24,"para",30,"10","1/24/20",NA,"1/27/20",2,NA,"1/27/20",34.24,"1/30/20",213.45,"2/3/20",1180.44,"2/10/20",8109.4,"2/17/20",10863.28,"2/24/20",9682.96,"2/24/20",9682.96,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 3rd-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,9682.96,"cull"
25,"control",30,"0","1/24/20",NA,NA,NA,NA,"1/27/20",45.7,"1/29/20",259.38,"2/1/20",2911.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/4/20",9992.34,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,27,29,32,NA,NA,NA,0,35,0,NA,0,0,3,5,8,11,NA,NA,NA,NA,0,0,11,9992.34,"wand"
26,"control",30,"10","1/24/20",NA,NA,NA,NA,"1/27/20",33.25,"1/30/20",189.24,"2/3/20",1108.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",6753.34,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,NA,27,30,34,NA,NA,NA,0,39,0,NA,0,0,3,6,10,15,NA,NA,NA,NA,0,0,15,6753.34,"wand"
27,"para",30,"0","1/24/20",NA,"1/27/20",2,NA,"1/27/20",39.62,"1/30/20",140.37,"2/3/20",1209.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",5,0,3028.6,"2/11/20",72,48,24,112,39,184,NA,NA,NA,"39 immature 2nd instars counted in num unem. some 2nd instars look stuck in their cuticle",24,0,27,27,30,34,NA,NA,NA,0,0,38,42,0,0,3,6,10,NA,14,NA,11,15,0.391304347826087,0.21195652173913,14,3028.6,"em"
29,"control",30,"0","1/24/20",NA,NA,NA,NA,"1/27/20",50.24,"1/29/20",222.42,"2/1/20",3066.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/4/20",8859.93,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,27,29,32,NA,NA,NA,0,35,0,NA,0,0,3,5,8,11,NA,NA,NA,NA,0,0,11,8859.93,"wand"
30,"control",30,"10","1/24/20",NA,NA,NA,NA,"1/27/20",43.45,"1/30/20",173.13,"2/4/20",1681.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/9/20",9324.64,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from all prolegs",NA,24,0,NA,27,30,35,NA,NA,NA,0,40,0,NA,0,0,3,6,11,16,NA,NA,NA,NA,0,0,16,9324.64,"wand"
31,"para",30,"0","1/24/20",NA,"1/27/20",1,NA,"1/27/20",41.51,"1/31/20",121.17,"2/4/20",1849.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",5,0,3290.92,"2/11/20",94,55,39,39,31,133,NA,NA,NA,NA,24,0,27,27,31,35,NA,NA,NA,0,0,38,42,0,0,3,7,11,NA,14,NA,11,15,0.706766917293233,0.233082706766917,14,3290.92,"em"
32,"para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",40.52,"1/30/20",248.9,"2/4/20",2426.01,"2/11/20",9769.85,"2/18/20",14919.28,"2/25/20",12865.44,"2/25/20",12865.44,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,27,27,30,35,42,49,56,56,0,0,NA,0,0,3,6,11,NA,NA,32,NA,NA,0,0,32,12865.44,"cull"
33,"control",30,"0","1/24/20",NA,NA,NA,NA,"1/27/20",47.29,"1/29/20",186.31,"2/1/20",1425.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/5/20",10495.67,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,27,29,32,NA,NA,NA,0,36,0,NA,0,0,3,5,8,12,NA,NA,NA,NA,0,0,12,10495.67,"wand"
34,"control",30,"10","1/24/20",NA,NA,NA,NA,"1/27/20",39.94,"1/29/20",211.25,"2/1/20",1239.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/6/20",9063.74,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,27,29,32,NA,NA,NA,0,37,0,NA,0,0,3,5,8,13,NA,NA,NA,NA,0,0,13,9063.74,"wand"
35,"para",30,"0","1/24/20",NA,"1/27/20",1,NA,"1/27/20",60.9,"1/30/20",192.91,"2/3/20",1521.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/6/20",5,0,2817.37,"2/10/20",53,43,10,33,22,86,NA,NA,NA,"7 immature 2nds, counted in num_unem. at least 2 1st instar. Some 2nd instars looked stuck in their cuticle",24,0,27,27,30,34,NA,NA,NA,0,0,37,41,0,0,3,6,10,NA,13,NA,10,14,0.616279069767442,0.255813953488372,13,2817.37,"em"
36,"para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",50.7,"1/30/20",241.66,"2/3/20",1429.51,"2/10/20",11143.89,"2/17/20",12043.07,"2/24/20",10267.14,"2/24/20",10267.14,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,10267.14,"cull"
37,"control",30,"0","1/24/20",NA,NA,NA,NA,"1/27/20",58.32,"1/29/20",289.94,"2/1/20",3812.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/3/20",10160.66,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,27,29,32,NA,NA,NA,0,34,0,NA,0,0,3,5,8,10,NA,NA,NA,NA,0,0,10,10160.66,"wand"
38,"control",30,"10","1/24/20",NA,NA,NA,NA,"1/27/20",48.94,"1/29/20",254.75,"2/2/20",2758.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/6/20",10608.51,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,27,29,33,NA,NA,NA,0,37,0,NA,0,0,3,5,9,13,NA,NA,NA,NA,0,0,13,10608.51,"wand"
39,"para",30,"0","1/24/20",NA,"1/27/20",1,NA,"1/27/20",52.63,"1/30/20",302.15,"2/3/20",2523.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/6/20",5,0,4123.56,NA,70,52,18,37,44,107,NA,NA,NA,"2 immature 2nds counted in num unem. some 2nd instars looked stuck in their cuticle",24,0,27,27,30,34,NA,NA,NA,0,0,37,NA,0,0,3,6,10,NA,13,NA,10,NA,0.654205607476635,0.411214953271028,13,4123.56,"em"
40,"para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",60.68,"1/30/20",231.03,"2/3/20",3125.77,"2/10/20",9746.83,"2/17/20",12103.88,"2/24/20",9426.34,"2/24/20",9426.34,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 5th-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,9426.34,"cull"
41,"control",30,"0","1/24/20",NA,NA,NA,NA,"1/27/20",36.03,"1/29/20",212.38,"2/1/20",1709.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/4/20",10591.64,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,27,29,32,NA,NA,NA,0,35,0,NA,0,0,3,5,8,11,NA,NA,NA,NA,0,0,11,10591.64,"wand"
42,"control",30,"10","1/24/20",NA,NA,NA,NA,"1/27/20",33.7,"1/29/20",185.8,"2/2/20",2758.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/6/20",9310.86,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,27,29,33,NA,NA,NA,0,37,0,NA,0,0,3,5,9,13,NA,NA,NA,NA,0,0,13,9310.86,"wand"
43,"para",30,"0","1/24/20",NA,"1/27/20",1,NA,"1/27/20",35.91,"1/31/20",222.44,"2/4/20",1703.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",5,0,2957.79,"2/12/20",138,132,6,25,127,163,NA,NA,NA,"3 immature 2nds counted in num unem",24,0,27,27,31,35,NA,NA,NA,0,0,38,43,0,0,3,7,11,NA,14,NA,11,16,0.846625766871166,0.779141104294479,14,2957.79,"em"
44,"para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",52.76,"2/1/20",424.12,"2/7/20",1451.38,"2/14/20",8258.85,"2/21/20",8948.82,"2/28/20",6969.13,"2/28/20",6969.13,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, cuticle removed from 4th-6th prolegs 3 days after molt to 5th (2/10/20)",NA,24,0,27,27,32,38,45,52,59,59,0,0,NA,0,0,3,8,14,NA,NA,35,NA,NA,0,0,35,6969.13,"cull"
45,"control",30,"0","1/24/20",NA,NA,NA,NA,"1/27/20",43.05,"1/29/20",160.71,"2/1/20",1319.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/4/20",9849.35,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,27,29,32,NA,NA,NA,0,35,0,NA,0,0,3,5,8,11,NA,NA,NA,NA,0,0,11,9849.35,"wand"
46,"control",30,"10","1/24/20",NA,NA,NA,NA,"1/27/20",54.94,"1/29/20",170.2,"2/3/20",1866.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",9351.54,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully over prolegs at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,NA,27,29,34,NA,NA,NA,0,38,0,NA,0,0,3,5,10,14,NA,NA,NA,NA,0,0,14,9351.54,"wand"
47,"para",30,"0","1/24/20",NA,"1/27/20",1,NA,"1/27/20",48.04,"1/30/20",162.34,"2/3/20",1083.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",5,0,3697.77,"2/11/20",121,102,19,136,89,257,NA,NA,"did not shed fully over prolegs at molt to 5th, removed cuticle from 4th-6th prolegs","15 immature 2nds counted in num_unem. some 2nds looked stuck in their cuticle. many 2nds looked small even when mature",24,0,27,27,30,34,NA,NA,NA,0,0,38,42,0,0,3,6,10,NA,14,NA,11,15,0.470817120622568,0.346303501945525,14,3697.77,"em"
48,"para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",54.31,"2/1/20",358.08,"2/4/20",919.77,"2/11/20",5667.74,"2/18/20",7893.54,"2/25/20",5623.35,"2/25/20",5623.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from all prolegs",NA,24,0,27,27,32,35,42,49,56,56,0,0,NA,0,0,3,8,11,NA,NA,32,NA,NA,0,0,32,5623.35,"cull"
50,"control",30,"10","1/24/20",NA,NA,NA,NA,"1/27/20",47.91,"1/30/20",498.9,"2/2/20",1388.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",8539.89,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully, removed cuticle from all prolegs at molt to 5th",NA,24,0,NA,27,30,33,NA,NA,NA,0,38,0,NA,0,0,3,6,9,14,NA,NA,NA,NA,0,0,14,8539.89,"wand"
51,"para",30,"0","1/24/20",NA,"1/27/20",2,NA,"1/27/20",47.23,"1/30/20",184.3,"2/3/20",2453.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",5,0,5204.41,"2/11/20",155,111,44,112,92,267,NA,NA,NA,"10 immature 2nds counted in num unem. some 2nd instars looked stuck in their cuticle. at least 1 1st found",24,0,27,27,30,34,NA,NA,NA,0,0,38,42,0,0,3,6,10,NA,14,NA,11,15,0.580524344569288,0.344569288389513,14,5204.41,"em"
52,"para",30,"10","1/24/20",NA,"1/27/20",2,NA,"1/27/20",46.99,"1/30/20",163.02,"2/3/20",1135.28,"2/10/20",8477.04,"2/17/20",9273.35,"2/24/20",8030.15,"2/24/20",8030.15,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,8030.15,"cull"
53,"control",30,"0","1/24/20",NA,NA,NA,NA,"1/27/20",54.34,"1/29/20",258.02,"2/1/20",3218.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/4/20",9570.57,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,27,29,32,NA,NA,NA,0,35,0,NA,0,0,3,5,8,11,NA,NA,NA,NA,0,0,11,9570.57,"wand"
56,"para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",49,"2/1/20",420.28,"2/4/20",842.39,"2/11/20",1965.35,NA,NA,NA,NA,"2/17/20",2422.06,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, could not remove cuticle. removed cuticle 6 days after molt to 5th, 2/10/20. close to death on 2/17/20, culled early. frozen for dissection",NA,24,0,27,27,32,35,42,NA,NA,48,0,0,NA,0,0,3,8,11,NA,NA,24,NA,NA,0,0,24,2422.06,"cull"
57,"para",30,"0","1/24/20",NA,"1/27/20",1,NA,"1/27/20",48.01,"1/30/20",210.17,"2/3/20",2423.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/6/20",5,0,4329.5,"2/10/20",113,104,9,90,73,203,NA,NA,NA,"1 immature 2nd counted in num unem. at least 1 1st found. some 2nd instars look stuck in their cuticle",24,0,27,27,30,34,NA,NA,NA,0,0,37,41,0,0,3,6,10,NA,13,NA,10,14,0.556650246305419,0.359605911330049,13,4329.5,"em"
59,"control",30,"0","1/24/20",NA,NA,NA,NA,"1/28/20",40.58,"1/30/20",286.3,"2/2/20",2181.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/5/20",8946.13,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,28,30,33,NA,NA,NA,0,36,0,NA,0,0,4,6,9,12,NA,NA,NA,NA,0,0,12,8946.13,"wand"
60,"control",30,"10","1/24/20",NA,NA,NA,NA,"1/28/20",42.52,"1/30/20",216.33,"2/3/20",1776.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",10108.84,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully over prolegs at molt to 5th, removed cuticle from 5th-6th prolegs",NA,24,0,NA,28,30,34,NA,NA,NA,0,39,0,NA,0,0,4,6,10,15,NA,NA,NA,NA,0,0,15,10108.84,"wand"
61,"para",30,"0","1/24/20",NA,"1/28/20",1,NA,"1/28/20",54.58,"1/30/20",196.16,"2/3/20",1967.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",5,0,4749.87,"2/10/20",122,111,11,89,94,211,NA,NA,NA,"12 immature 2nds counted in num unem . some 2nds look stuck in their cuticle. at least 3-4 1st instars found",24,0,28,28,30,34,NA,NA,NA,0,0,38,41,0,0,4,6,10,NA,14,NA,10,13,0.578199052132701,0.445497630331754,14,4749.87,"em"
62,"para",30,"10","1/24/20",NA,"1/28/20",1,NA,"1/28/20",62.1,"1/31/20",163.88,"2/4/20",1326.19,"2/11/20",9575.73,NA,NA,NA,NA,NA,NA,NA,"2/15/20",8736.76,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs. wandered 2/15/20, frozen at -80 for katherine to test",NA,24,0,28,28,31,35,42,NA,NA,0,46,0,NA,0,0,4,7,11,22,NA,NA,NA,NA,0,0,22,8736.76,"wand"
63,"control",30,"0","1/24/20",NA,NA,NA,NA,"1/28/20",45.94,"1/30/20",248.96,"2/2/20",2022.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/5/20",11007.87,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,28,30,33,NA,NA,NA,0,36,0,NA,0,0,4,6,9,12,NA,NA,NA,NA,0,0,12,11007.87,"wand"
64,"control",30,"10","1/24/20",NA,NA,NA,NA,"1/28/20",64.64,"1/30/20",286.47,"2/3/20",2120.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",12180.9,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,28,30,34,NA,NA,NA,0,39,0,NA,0,0,4,6,10,15,NA,NA,NA,NA,0,0,15,12180.9,"wand"
65,"para",30,"0","1/24/20",NA,"1/28/20",2,NA,"1/28/20",56.35,"1/30/20",222.29,"2/3/20",2268.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",5,0,5082.67,"2/10/20",67,60,7,146,54,213,NA,NA,"weighed 2 days after freezing because mass em not recorded","44 immature 2nds, counted in num unem. some 2nds looked stuck in their cuticle",24,0,28,28,30,34,NA,NA,NA,0,0,38,41,0,0,4,6,10,NA,14,NA,10,13,0.314553990610329,0.253521126760563,14,5082.67,"em"
