"bug.id","temp.avg","temp.var","treatment","mass.3","mass.4","mass.5","mass.wand","mass.48em","num.ovp","suc.ovp","instar.em","bled.em","num.em","num.coc","num.fail.spin","num.ecl","num.unem","load","date.hatch.j","date.died.j","date.3.j","date.4.j","date.5.j","date.wand.j","date.ovp.j","date.em.j","date.ecl.j","ttecl","ttem.w","ps.em","ps.ecl","tt3","tt4","tt5","ttwand","ttem.h","diet","ttend","mass.end","died","died.bf5","date.cull.j","mass.cull","left_out","ttcull","mongo","end.class","expt","keep"
"30.5_p_51",30,5,"para",30.94,63.39,114.09,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,214,229,217,222,228,0,217,0,NA,NA,NA,0,0,3,8,14,NA,NA,"tob",15,NA,1,0,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_52",30,5,"para",63.59,179.18,879.68,NA,1728.53,1,1,5,0,2,2,0,0,19,21,214,0,217,220,224,0,217,229,NA,NA,12,0.0952380952380952,0,3,6,10,NA,15,"tob",15,1728.53,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_53",30,5,"para",43.24,161.81,1265.86,NA,4371.52,1,1,5,0,11,7,4,6,237,248,214,0,217,220,224,0,217,229,234,17,12,0.0443548387096774,0.0241935483870968,3,6,10,NA,15,"tob",15,4371.52,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_54",30,5,"para",44.38,173.51,1508.46,NA,3686.73,1,1,5,0,37,30,7,26,125,162,214,0,217,220,224,0,217,228,233,16,11,0.228395061728395,0.160493827160494,3,6,10,NA,14,"tob",14,3686.73,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_55",30,5,"para",53.12,295.01,897.87,NA,3016.42,1,1,5,0,40,29,11,22,102,142,214,0,217,221,224,0,217,228,233,16,11,0.28169014084507,0.154929577464789,3,7,10,NA,14,"tob",14,3016.42,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_56",30,5,"para",59.55,157.11,877.77,NA,3760.09,3,1,5,0,54,45,9,25,178,232,214,0,217,220,224,0,217,229,234,17,12,0.232758620689655,0.107758620689655,3,6,10,NA,15,"tob",15,3760.09,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_57",30,5,"para",61.95,174.32,1025.97,NA,3331.13,1,1,5,1,14,8,6,7,143,157,214,0,217,220,224,0,217,229,233,16,12,0.089171974522293,0.0445859872611465,3,6,10,NA,15,"tob",15,3331.13,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_58",30,5,"para",31.89,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,214,224,217,NA,0,0,217,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"tob",10,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_59",30,5,"para",45.96,143.26,897.87,NA,1957.39,1,1,5,0,7,4,3,3,36,43,215,0,218,221,225,0,218,230,235,17,12,0.162790697674419,0.0697674418604651,3,6,10,NA,15,"tob",15,1957.39,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_60",30,5,"para",26.17,167.87,1014.87,NA,2862.91,1,1,5,0,22,19,3,17,55,77,215,0,218,221,224,0,218,229,234,16,11,0.285714285714286,0.220779220779221,3,6,9,NA,14,"tob",14,2862.91,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.10_p_1",30,10,"para",36.89,163.78,NA,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,204,225,207,212,0,0,207,0,NA,NA,NA,0,0,3,8,NA,NA,NA,"tob",21,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.10_p_2",30,10,"para",40.87,316.12,795.76,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,229,207,211,214,0,207,0,NA,NA,NA,0,0,3,7,10,NA,NA,"tob",25,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_3",30,10,"para",35.01,122.36,308.05,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,253,207,212,221,0,207,0,NA,NA,NA,0,0,3,8,17,NA,NA,"tob",49,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_4",30,10,"para",39.52,121.74,432.73,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,244,207,212,217,0,207,0,NA,NA,NA,0,0,3,8,13,NA,NA,"tob",40,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_5",30,10,"para",42.08,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,204,211,207,NA,0,0,207,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"tob",7,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.10_p_6",30,10,"para",25.9,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,213,207,NA,0,0,207,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"tob",9,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.10_p_7",30,10,"para",37.39,135.66,581.17,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,248,207,211,216,0,207,0,NA,NA,NA,0,0,3,7,12,NA,NA,"tob",44,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_8",30,10,"para",38.54,194.49,1035.3,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,252,207,211,215,0,207,0,NA,NA,NA,0,0,3,7,11,NA,NA,"tob",48,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_9",30,10,"para",47.26,159.53,669.89,NA,NA,3,NA,NA,NA,0,0,0,0,0,0,204,232,207,211,216,0,207,0,NA,NA,NA,0,0,3,7,12,NA,NA,"tob",28,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_10",30,10,"para",29.98,107.07,397.77,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,235,207,213,217,0,207,0,NA,NA,NA,0,0,3,9,13,NA,NA,"tob",31,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_11",30,10,"para",43.9,183.84,1055.28,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,246,207,211,217,0,207,0,NA,NA,NA,0,0,3,7,13,NA,NA,"tob",42,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_12",30,10,"para",30.42,80.08,578.34,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,204,247,207,211,216,0,207,0,NA,NA,NA,0,0,3,7,12,NA,NA,"tob",43,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_13",30,10,"para",34.8,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,211,207,NA,0,0,207,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"tob",7,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.10_p_14",30,10,"para",70.05,264.57,998.01,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,237,208,212,216,0,208,0,NA,NA,NA,0,0,4,8,12,NA,NA,"tob",33,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_15",30,10,"para",44.79,399.04,1392.92,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,204,229,208,212,214,0,208,0,NA,NA,NA,0,0,4,8,10,NA,NA,"tob",25,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_16",30,10,"para",43.68,209.17,721.57,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,244,208,213,217,0,208,0,NA,NA,NA,0,0,4,9,13,NA,NA,"tob",40,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_17",30,10,"para",51.54,432.95,1660.21,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,0,208,212,216,0,208,246,NA,NA,38,0,0,4,8,12,NA,42,"tob",42,NA,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.10_p_18",30,10,"para",41.89,121.54,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,214,208,212,0,0,208,0,NA,NA,NA,0,0,4,8,NA,NA,NA,"tob",10,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.10_p_19",30,10,"para",29.96,170.28,272.51,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,220,208,213,216,0,208,0,NA,NA,NA,0,0,4,9,12,NA,NA,"tob",16,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_20",30,10,"para",51.07,93.77,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,217,208,213,0,0,208,0,NA,NA,NA,0,0,4,9,NA,NA,NA,"tob",13,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.10_p_21",30,10,"para",56.31,123.2,746.87,6485.18,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,204,0,208,212,218,224,208,0,NA,NA,NA,NA,NA,4,8,14,20,NA,"tob",20,6485.18,0,0,NA,NA,NA,NA,0,"wand","orig",1
"30.10_p_22",30,10,"para",72.49,291.74,984.73,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,247,208,213,217,0,208,0,NA,NA,NA,0,0,4,9,13,NA,NA,"tob",43,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_23",30,10,"para",56.91,266.45,1308.11,9846.74,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,204,0,208,212,216,232,208,0,NA,NA,NA,NA,NA,4,8,12,28,NA,"tob",28,9846.74,0,0,NA,NA,NA,NA,0,"wand","orig",1
"30.10_p_24",30,10,"para",76.53,131.84,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,220,208,211,0,0,208,0,NA,NA,NA,0,0,4,7,NA,NA,NA,"tob",16,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.10_p_25",30,10,"para",72.63,177.08,616.23,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,252,208,212,216,0,208,0,NA,NA,NA,0,0,4,8,12,NA,NA,"tob",48,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_26",30,10,"para",70.67,127.24,281.96,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,222,208,211,217,0,208,0,NA,NA,NA,0,0,4,7,13,NA,NA,"tob",18,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_27",30,10,"para",69.57,136.98,322.58,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,247,208,212,218,0,208,0,NA,NA,NA,0,0,4,8,14,NA,NA,"tob",43,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_28",30,10,"para",31.51,159.84,1103.03,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,205,251,208,211,215,0,208,0,NA,NA,NA,0,0,3,6,10,NA,NA,"tob",46,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_29",30,10,"para",51.62,236.42,745.88,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,205,241,208,211,215,0,208,0,NA,NA,NA,0,0,3,6,10,NA,NA,"tob",36,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_30",30,10,"para",35.34,275.21,593.91,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,205,239,209,213,216,0,209,0,NA,NA,NA,0,0,4,8,11,NA,NA,"tob",34,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_31",30,10,"para",32.5,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,231,214,NA,0,0,214,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"tob",20,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.10_p_32",30,10,"para",31.92,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,215,214,NA,0,0,214,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"tob",4,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.10_p_33",30,10,"para",40.61,99.74,335.66,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,234,214,222,227,0,214,0,NA,NA,NA,0,0,3,11,16,NA,NA,"tob",23,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_34",30,10,"para",37.14,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,211,216,214,NA,0,0,214,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"tob",5,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.10_p_35",30,10,"para",42.15,352.3,782.19,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,247,214,219,222,0,214,0,NA,NA,NA,0,0,3,8,11,NA,NA,"tob",36,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_36",30,10,"para",48.31,182.87,865.49,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,244,214,218,223,0,214,0,NA,NA,NA,0,0,3,7,12,NA,NA,"tob",33,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_37",30,10,"para",41.02,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,216,214,NA,0,0,214,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"tob",5,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.10_p_38",30,10,"para",44.24,152.32,658.98,6035.04,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,211,0,214,219,224,232,214,0,NA,NA,NA,NA,NA,3,8,13,21,NA,"tob",21,6035.04,0,0,NA,NA,NA,NA,0,"wand","orig",1
"30.10_p_39",30,10,"para",90.73,319.99,1186.97,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,239,215,219,223,0,215,0,NA,NA,NA,0,0,4,8,12,NA,NA,"tob",28,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_40",30,10,"para",73.09,93.93,710.68,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,259,215,220,225,0,215,0,NA,NA,NA,0,0,4,9,14,NA,NA,"tob",48,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_41",30,10,"para",69.45,258.33,710.77,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,251,215,218,221,0,215,0,NA,NA,NA,0,0,4,7,10,NA,NA,"tob",40,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_42",30,10,"para",52.57,80.42,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,224,215,222,0,0,215,0,NA,NA,NA,0,0,4,11,NA,NA,NA,"tob",13,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.10_p_43",30,10,"para",78.95,368.18,806.8,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,246,215,218,221,0,215,0,NA,NA,NA,0,0,4,7,10,NA,NA,"tob",35,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_44",30,10,"para",44.63,72.15,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,222,215,221,0,0,215,0,NA,NA,NA,0,0,4,10,NA,NA,NA,"tob",11,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.10_p_45",30,10,"para",35.57,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,211,222,215,NA,0,0,215,0,NA,NA,NA,0,0,4,NA,NA,NA,NA,"tob",11,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.10_p_46",30,10,"para",55.77,188.08,846.16,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,245,215,220,224,0,215,0,NA,NA,NA,0,0,4,9,13,NA,NA,"tob",34,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_47",30,10,"para",42.98,345.98,810.47,NA,3678.12,2,1,5,0,18,8,10,0,109,127,214,0,217,221,224,0,217,234,NA,NA,17,0.141732283464567,0,3,7,10,NA,20,"tob",20,3678.12,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.10_p_48",30,10,"para",51.46,305.67,712.93,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,214,267,217,221,224,0,217,0,NA,NA,NA,0,0,3,7,10,NA,NA,"tob",53,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"30.10_p_49",30,10,"para",43.84,257.68,564.09,NA,2318.26,1,1,5,0,1,0,1,0,67,68,214,0,217,222,225,0,217,239,NA,NA,22,0.0147058823529412,0,3,8,11,NA,25,"tob",25,2318.26,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.10_p_50",30,10,"para",40.18,298.99,785.02,NA,2627.17,1,1,5,0,12,0,12,0,60,72,214,0,217,222,225,0,217,235,NA,NA,18,0.166666666666667,0,3,8,11,NA,21,"tob",21,2627.17,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.10_p_51",30,10,"para",53.75,86.22,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,214,224,217,222,0,0,217,0,NA,NA,NA,0,0,3,8,NA,NA,NA,"tob",10,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.10_p_52",30,10,"para",50.02,261.97,780.77,NA,2292.17,1,1,5,0,11,3,8,0,52,63,214,0,217,222,225,0,217,235,NA,NA,18,0.174603174603175,0,3,8,11,NA,21,"tob",21,2292.17,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.10_p_54",30,10,"para",37.55,241.47,832.62,NA,2973.8,1,1,5,0,6,0,6,0,70,76,214,0,217,222,226,0,217,236,NA,NA,19,0.0789473684210526,0,3,8,12,NA,22,"tob",22,2973.8,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.10_p_55",30,10,"para",44.05,385.27,939.75,NA,2212.2,1,1,5,0,0,0,0,0,43,43,214,0,217,222,226,0,217,234,NA,NA,17,0,0,3,8,12,NA,20,"tob",20,2212.2,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.10_p_56",30,10,"para",45.15,375.09,1068.05,NA,2431.59,1,1,5,0,2,0,2,0,32,34,214,0,217,221,224,0,217,236,NA,NA,19,0.0588235294117647,0,3,7,10,NA,22,"tob",22,2431.59,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.10_p_57",30,10,"para",79.39,308.62,1067.69,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,216,241,220,224,231,0,220,0,NA,NA,NA,0,0,4,8,15,NA,NA,"tob",25,NA,1,0,NA,NA,NA,NA,1,"dead_cull","orig",1
"1",30,0,"control",38.09,545.61,1447.48,8479.89,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,23,0,26,29,31,34,NA,0,NA,NA,NA,0,0,3,6,8,11,NA,"col",11,8479.89,0,0,0,NA,NA,NA,0,"wand","repl",1
"2",30,10,"control",68.77,269.65,2187.28,10693.13,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,23,0,27,29,34,39,NA,0,NA,NA,NA,0,0,4,6,11,16,NA,"col",16,10693.13,0,0,0,NA,NA,NA,0,"wand","repl",1
"3",30,0,"para",48.43,413.2,3023.81,NA,4016.15,1,NA,5,0,118,91,27,77,111,229,23,0,27,30,34,0,27,37,41,14,10,0.51528384279476,0.336244541484716,4,7,11,NA,14,"col",14,4016.15,0,0,0,NA,NA,NA,0,"em","repl",1
"4",30,10,"para",78.44,445.2,1520.72,9085.55,NA,3,NA,NA,NA,0,NA,NA,0,NA,0,23,0,27,30,33,55,27,0,NA,NA,NA,0,0,4,7,10,32,NA,"col",32,9085.55,0,0,0,NA,NA,NA,0,"wand","repl",1
"5",30,0,"control",50.35,317.79,4241.08,9569.97,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,23,0,27,29,32,35,NA,0,NA,NA,NA,0,0,4,6,9,12,NA,"col",12,9569.97,0,0,0,NA,NA,NA,0,"wand","repl",1
"6",30,10,"control",32.23,226.2,1403.95,7896.71,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,23,0,27,30,34,39,NA,0,NA,NA,NA,0,0,4,7,11,16,NA,"col",16,7896.71,0,0,0,NA,NA,NA,0,"wand","repl",1
"7",30,0,"para",41.58,250.96,1958.08,NA,2399.19,1,NA,5,0,85,85,0,80,24,109,23,0,27,30,34,0,27,36,41,14,9,0.779816513761468,0.73394495412844,4,7,11,NA,13,"col",13,2399.19,0,0,0,NA,NA,NA,0,"em","repl",1
"8",30,10,"para",40,132.09,907.15,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,23,39,27,30,35,0,27,0,NA,NA,NA,0,0,4,7,12,NA,NA,"col",NA,NA,1,0,0,NA,NA,NA,1,"dead","repl",1
"9",30,0,"control",45.36,235.45,3266.16,10551.37,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,23,0,27,29,32,35,NA,0,NA,NA,NA,0,0,4,6,9,12,NA,"col",12,10551.37,0,0,0,NA,NA,NA,0,"wand","repl",1
"10",30,10,"control",28.97,202.23,1631.03,8683.6,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,23,0,27,30,34,39,NA,0,NA,NA,NA,0,0,4,7,11,16,NA,"col",16,8683.6,0,0,0,NA,NA,NA,0,"wand","repl",1
"11",30,0,"para",70.55,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,23,31,27,NA,NA,0,27,0,NA,NA,NA,0,0,4,NA,NA,NA,NA,"col",NA,NA,1,1,0,NA,NA,NA,0,"dead","repl",0
"12",30,10,"para",58.18,274.11,1576.91,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,23,0,27,30,34,0,27,0,NA,NA,NA,0,0,4,7,11,NA,NA,"col",30,8769.46,0,0,53,8769.46,NA,30,1,"cull","repl",1
"13",30,0,"control",50.78,222.19,1720.16,11456.22,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,23,0,27,29,32,35,NA,0,NA,NA,NA,0,0,4,6,9,12,NA,"col",12,11456.22,0,0,0,NA,NA,NA,0,"wand","repl",1
"14",30,10,"control",31.92,205.9,1490.47,9190.56,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,23,0,27,30,34,39,NA,0,NA,NA,NA,0,0,4,7,11,16,NA,"col",16,9190.56,0,0,0,NA,NA,NA,0,"wand","repl",1
"15",30,0,"para",46.98,264.88,1605.68,NA,3164.23,1,NA,5,0,77,73,4,69,42,119,24,0,27,30,34,0,27,37,41,14,10,0.647058823529412,0.579831932773109,3,6,10,NA,13,"col",13,3164.23,0,0,0,NA,NA,NA,0,"em","repl",1
"16",30,10,"para",44.14,163.89,760.25,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,24,44,27,30,34,0,27,0,NA,NA,NA,0,0,3,6,10,NA,NA,"col",NA,NA,1,0,0,NA,NA,NA,1,"dead","repl",1
"17",30,0,"control",52.05,161.24,1293.77,9507.24,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,29,32,36,NA,0,NA,NA,NA,0,0,3,5,8,12,NA,"col",12,9507.24,0,0,0,NA,NA,NA,0,"wand","repl",1
"18",30,10,"control",46.71,249.23,1336.47,5924.3,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,29,33,40,NA,0,NA,NA,NA,0,0,3,5,9,16,NA,"col",16,5924.3,0,0,0,NA,NA,NA,0,"wand","repl",1
"19",30,0,"para",43.64,144.36,1536.83,NA,3485.45,2,NA,5,0,76,53,23,18,141,217,24,0,27,31,35,0,27,39,44,17,12,0.350230414746544,0.0829493087557604,3,7,11,NA,15,"col",15,3485.45,0,0,0,NA,1,NA,0,"em","repl",1
"20",30,10,"para",42.96,72.72,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,24,36,27,32,NA,0,27,0,NA,NA,NA,0,0,3,8,NA,NA,NA,"col",NA,NA,1,1,0,NA,NA,NA,0,"dead","repl",0
"21",30,0,"control",43.47,187.08,1125.88,8670.88,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,29,32,36,NA,0,NA,NA,NA,0,0,3,5,8,12,NA,"col",12,8670.88,0,0,0,NA,NA,NA,0,"wand","repl",1
"22",30,10,"control",46.11,193.96,1724.79,8099.44,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,29,34,40,NA,0,NA,NA,NA,0,0,3,5,10,16,NA,"col",16,8099.44,0,0,0,NA,NA,NA,0,"wand","repl",1
"23",30,0,"para",42.19,321.55,1353.72,NA,3512.4,3,NA,5,1,89,82,7,73,239,328,24,0,27,30,33,0,27,38,41,14,11,0.271341463414634,0.222560975609756,3,6,9,NA,14,"col",14,3512.4,0,0,0,NA,NA,NA,0,"em","repl",1
"24",30,10,"para",34.24,213.45,1180.44,NA,NA,2,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,30,34,0,27,0,NA,NA,NA,0,0,3,6,10,NA,NA,"col",31,9682.96,0,0,55,9682.96,NA,31,1,"cull","repl",1
"25",30,0,"control",45.7,259.38,2911.34,9992.34,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,29,32,35,NA,0,NA,NA,NA,0,0,3,5,8,11,NA,"col",11,9992.34,0,0,0,NA,NA,NA,0,"wand","repl",1
"26",30,10,"control",33.25,189.24,1108.53,6753.34,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,30,34,39,NA,0,NA,NA,NA,0,0,3,6,10,15,NA,"col",15,6753.34,0,0,0,NA,NA,NA,0,"wand","repl",1
"27",30,0,"para",39.62,140.37,1209.88,NA,3028.6,2,NA,5,0,72,48,24,39,112,184,24,0,27,30,34,0,27,38,42,15,11,0.391304347826087,0.21195652173913,3,6,10,NA,14,"col",14,3028.6,0,0,0,NA,NA,NA,0,"em","repl",1
"28",30,10,"para",38.62,201.41,967.33,NA,NA,2,NA,NA,NA,0,NA,NA,0,NA,0,24,45,27,32,36,0,27,0,NA,NA,NA,0,0,3,8,12,NA,NA,"col",NA,NA,1,0,0,NA,NA,NA,1,"dead","repl",1
"29",30,0,"control",50.24,222.42,3066.58,8859.93,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,29,32,35,NA,0,NA,NA,NA,0,0,3,5,8,11,NA,"col",11,8859.93,0,0,0,NA,NA,NA,0,"wand","repl",1
"30",30,10,"control",43.45,173.13,1681.59,9324.64,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,30,35,40,NA,0,NA,NA,NA,0,0,3,6,11,16,NA,"col",16,9324.64,0,0,0,NA,NA,NA,0,"wand","repl",1
"31",30,0,"para",41.51,121.17,1849.26,NA,3290.92,1,NA,5,0,94,55,39,31,39,133,24,0,27,31,35,0,27,38,42,15,11,0.706766917293233,0.233082706766917,3,7,11,NA,14,"col",14,3290.92,0,0,0,NA,NA,NA,0,"em","repl",1
"32",30,10,"para",40.52,248.9,2426.01,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,30,35,0,27,0,NA,NA,NA,0,0,3,6,11,NA,NA,"col",32,12865.44,0,0,56,12865.44,NA,32,1,"cull","repl",1
"33",30,0,"control",47.29,186.31,1425.24,10495.67,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,29,32,36,NA,0,NA,NA,NA,0,0,3,5,8,12,NA,"col",12,10495.67,0,0,0,NA,NA,NA,0,"wand","repl",1
"34",30,10,"control",39.94,211.25,1239.32,9063.74,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,29,32,37,NA,0,NA,NA,NA,0,0,3,5,8,13,NA,"col",13,9063.74,0,0,0,NA,NA,NA,0,"wand","repl",1
